tender_no,source_files,folder_path
TS_BATCH_SEC_1756879848,"[""1756357758.pdf_1756879848_2073849555.pdf"", ""1756464736.xlsx_1756879848_1848407752.xlsx"", ""1756465951.pdf_1756879848_453251473.pdf""]",tender-documents
TS_BATCH_SEC_1758624709,"[""1756644119.xlsx_1758624709_672952433.xlsx"", ""OM_energy_ElecAppl_(2).pdf_1758624709_524859993.pdf"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(12).pdf_1758624709_23455884.pdf"", ""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901_(8).pdf_1758624709_1196569312.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4_(12).pdf_1758624709_1234378190.pdf""]",tender-documents
TS_BATCH_SEC_1758624729,"[""1756644119.xlsx_1758624729_1679090689.xlsx"", ""OM_energy_ElecAppl_(2).pdf_1758624729_1376161373.pdf"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(12).pdf_1758624729_1947886947.pdf"", ""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901_(8).pdf_1758624729_677625562.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4_(12).pdf_1758624729_1483401614.pdf""]",tender-documents
TS_BATCH_SEC_1758624761,"[""1756644119.xlsx_1758624761_2143906377.xlsx"", ""OM_energy_ElecAppl_(2).pdf_1758624761_1564446835.pdf"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(12).pdf_1758624761_570752939.pdf"", ""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901_(8).pdf_1758624761_2059242437.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4_(12).pdf_1758624761_1431595618.pdf""]",tender-documents
TS_BATCH_SEC_1758624966,"[""1756644119.xlsx_1758624966_1752248190.xlsx"", ""OM_energy_ElecAppl_(2).pdf_1758624966_24430881.pdf"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(12).pdf_1758624966_199931640.pdf"", ""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901_(8).pdf_1758624966_721841642.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4_(12).pdf_1758624966_297030118.pdf""]",tender-documents
TS_BATCH_SEC_1760440178,"[""1757065689.pdf_1760440178_483080248.pdf"", ""TENDER_8be1317c-cf03-4f8d-91231760092532141_buycon12.gail.jaipur.pdf_1760440178_541666446.pdf"", ""specification_2025-09-05-15-10-11_b5e4ec733249a892f0a4d678dc5a87a9.pdf_1760440178_86595398.pdf""]",tender-documents
TS_BATCH_SEC_1757758308,"[""1757516439.xlsx_1757758308_1434448203.xlsx"", ""1757516764.pdf_1757758308_341079610.pdf"", ""rfq_27-compressed_compressed_2025-09-10-20-14-12_21a6e8ea0a3b21ce2a585022ea0e8004.pdf_1757758308_1873210057.pdf""]",tender-documents
TS_BATCH_SEC_1759919190,"[""1757516764_(1).pdf_1759919190_1209258399.pdf"", ""rfq_27-compressed_compressed_2025-09-10-20-14-12_21a6e8ea0a3b21ce2a585022ea0e8004_(1).pdf_1759919190_1330574028.pdf""]",tender-documents
TS_BATCH_SEC_1758346346,"[""1757569053.pdf_1758346346_2080088441.pdf"", ""1757569257.pdf_1758346346_1962745078.pdf"", ""BidderATC_c051281e-fd94-41b8-92801757569741785_kvsingh@224abod.docx_1758346346_2065629096.docx""]",tender-documents
TS_BATCH_SEC_1758611707,"[""1758104911.pdf_1758611707_123577004.pdf""]",tender-documents
TS_BATCH_SEC_1761303462,"[""1758104911_(1).pdf_1761303462_946020507.pdf""]",tender-documents
TS_BATCH_SEC_1761392946,"[""1760174058.xlsx_1761392946_832154713.xlsx"", ""DNIT1_cc692286-72bc-4d05-a2331760174899188_goa@electrical.pdf_1761392946_1918845989.pdf"", ""dnit_2025-10-11-14-28-48_c102fc2c99078066b29f1c20ab0c4e50.pdf_1761392946_570509219.pdf""]",tender-documents
TS_BATCH_SEC_1761393054,"[""1760174058.xlsx_1761393054_474812443.xlsx"", ""DNIT1_cc692286-72bc-4d05-a2331760174899188_goa@electrical.pdf_1761393054_1949470144.pdf"", ""dnit_2025-10-11-14-28-48_c102fc2c99078066b29f1c20ab0c4e50.pdf_1761393054_1242806581.pdf""]",tender-documents
TS_BATCH_SEC_1763121179,"[""1763013775.pdf_1763121179_336352505.pdf"", ""1763013784.pdf_1763121179_641845604.pdf"", ""1763013841.pdf_1763121179_695546738.pdf"", ""1763013847.pdf_1763121179_1569914481.pdf""]",tender-documents
TS_BATCH_SEC_1763121253,"[""1763013775.pdf_1763121253_641819820.pdf"", ""1763013784.pdf_1763121253_1461228086.pdf"", ""1763013841.pdf_1763121253_1891617309.pdf"", ""1763013847.pdf_1763121253_1842295834.pdf""]",tender-documents
TS_BATCH_SEC_1764145227,"[""1763975197.pdf_1764145227_1020394834.pdf""]",tender-documents
TS_BATCH_SEC_1766212658,"[""1764135720.xlsx_1766212658_838442835.xlsx"", ""Spec_61bbc64e-d3ac-4d88-b6891764136254693_krishnafact_(1).pdf_1766212658_394606292.pdf"", ""rfq_2025-11-24-15-44-40_32baffb5182500734a719f2602424b02_(1).pdf_1766212658_1365695988.pdf""]",tender-documents
TS_BATCH_SEC_1764671682,"[""1764236932.xlsx_1764671682_348159307.xlsx"", ""ac_plant_chennai_air_specification_2025-11-27-15-06-47_4034d09654b075ce3cf03ef84dbafac3.pdf_1764671682_526045151.pdf""]",tender-documents
TS_BATCH_SEC_1766563172,"[""1764236932_(1).xlsx_1766563172_539804294.xlsx"", ""ATC_Rev_984dde35-6ff7-4d0a-bf191764239080972_DDE_Purchase1.docx_1766563172_1152052110.docx"", ""ac_plant_chennai_air_specification_2025-11-27-15-06-47_4034d09654b075ce3cf03ef84dbafac3_(1).pdf_1766563172_1795833848.pdf""]",tender-documents
TS_BATCH_SEC_1764574586,"[""1764325582.pdf_1764574586_1342790210.pdf"", ""1764326118.pdf_1764574586_306051208.pdf"", ""atc_24ea7317-5316-4160-bdd61764400716740_drishtidhingra.pdf_1764574586_26610392.pdf""]",tender-documents
TS_BATCH_SEC_1764577088,"[""1764401197.pdf_1764577088_519487235.pdf"", ""1764401228.pdf_1764577088_16875465.pdf"", ""GEMLESS1CR_320e7aac-6f08-40b0-94831764401533114_drishtidhingra.pdf_1764577088_2020794169.pdf""]",tender-documents
TS_BATCH_SEC_1764919874,"[""1764415488.pdf_1764919874_1679548739.pdf"", ""ATC_3552268f-7a77-4066-9b941764420667876_parthasaha@nhpc.pdf_1764919874_849273593.pdf"", ""IPsigned_927c29fe-1c9c-4377-a4d21764420557489_parthasaha@nhpc.pdf_1764919874_1224956106.pdf"", ""technical_specifications_2025-11-29-16-41-36_fdec305ecb0f2e709b20d67321ad2c85.pdf_1764919874_267621024.pdf""]",tender-documents
TS_BATCH_SEC_1764920638,"[""1764415488.pdf_1764920638_1946433858.pdf"", ""ATC_3552268f-7a77-4066-9b941764420667876_parthasaha@nhpc.pdf_1764920638_959114515.pdf"", ""IPsigned_927c29fe-1c9c-4377-a4d21764420557489_parthasaha@nhpc.pdf_1764920638_2141965009.pdf"", ""technical_specifications_2025-11-29-16-41-36_fdec305ecb0f2e709b20d67321ad2c85.pdf_1764920638_544278183.pdf""]",tender-documents
TS_BATCH_SEC_1766045518,"[""1764925576.pdf_1766045518_942581186.pdf"", ""specs_scope_2025-12-05-12-54-08_b18f95ca2a4455eb17c1782d42fab37a.pdf_1766045518_1382904832.pdf""]",tender-documents
TS_BATCH_SEC_1765974443,"[""1765350480.xlsx_1765974443_1258207284.xlsx"", ""Tenderdoc_d46424e6-eae3-4380-900f1765351610837_goa@electrical.pdf_1765974443_378847714.pdf"", ""tender_document_2025-12-10-12-24-36_6ecd3034ff177cebad0b9d4c38778030.pdf_1765974443_416687453.pdf""]",tender-documents
TS_BATCH_SEC_1766473578,"[""1765444220.pdf_1766473578_436537793.pdf"", ""1765444247.pdf_1766473578_1124183310.pdf"", ""1765444263.pdf_1766473578_1625844404.pdf"", ""document-for-cms_2022-07-05-17-50-30_c3b90df06e58a7_2023-05-03-10-56-37_49a2c1176c5b2458563a0644b1fa7293_(2).pdf_1766473578_119554807.pdf""]",tender-documents
TS_BATCH_SEC_1767598338,"[""1766838657.xlsx_1767598338_1349689135.xlsx"", ""ATCAHU_3a0f4417-5857-49b1-a0011765969900147_deepak1@nic.in.pdf_1767598338_1308800230.pdf"", ""ahuspc1_2025-12-15-14-16-39_549c3414c268fbcbbcbc30d5a6861e9c.pdf_1767598338_2108696727.pdf""]",tender-documents
TS_BATCH_SEC_1767858729,"[""1767783432.xlsx_1767858729_892727006.xlsx""]",tender-documents
TS_BATCH_SEC_1754981715,"[""177971382.pdf_1754981715_1340674365.pdf""]",tender-documents
TS_BATCH_SEC_1754978687,"[""177972018_(1).pdf_1754978687_1825209024.pdf""]",tender-documents
TS_BATCH_SEC_1758105944,"[""181103296.pdf_1758105944_878181603.pdf"", ""216433.pdf_1758105944_2079524377.pdf"", ""GSECL.pdf_1758105944_1467053387.pdf""]",tender-documents
TS_BATCH_SEC_1758348834,"[""181440582.pdf_1758348834_1762526175.pdf""]",tender-documents
TS_BATCH_SEC_1758526393,"[""19092025_150805930344_(3).pdf_1758526393_359081839.pdf""]",tender-documents
TS_BATCH_SEC_1750136964,"[""192520.pdf_1750136964_551726938.pdf""]",tender-documents
TS_BATCH_SEC_1750137179,"[""194997.pdf_1750137179_906759809.pdf""]",tender-documents
TS_BATCH_SEC_1758348257,"[""194997.pdf_1758348257_1490204038.pdf"", ""Commercial_Terms_and_Conditions.pdf_1758348257_122388567.pdf"", ""Labour_Laws.pdf_1758348257_2030394424.pdf"", ""Safety_Rules.pdf_1758348257_1623976663.pdf""]",tender-documents
TS_BATCH_SEC_1748243465,"[""2.pdf_1748243465_504278590.pdf""]",tender-documents
TS_BATCH_SEC_1764054369,"[""21013-03-General_Confrimation_From_Bidder.pdf_1764054369_172283901.pdf"", ""HVAC_Tender_of_Academic_Block_F1.pdf_1764054369_1040316909.pdf"", ""PQ-_HVAC_F1.pdf_1764054369_1198145326.pdf""]",tender-documents
TS_BATCH_SEC_1765181481,"[""234055_(2)_(1).pdf_1765181481_287153978.pdf""]",tender-documents
TS_BATCH_SEC_1765181357,"[""241750_(1)_(2).pdf_1765181357_1129859746.pdf""]",tender-documents
TS_BATCH_SEC_1767334597,"[""25-26-ET-744[DSITC-_VRF_or_VRV_AC_-MOB_BBSR]-180056-COR-1337480-signedcorrigendumprebidminutes.pdf_1767334597_1828977303.pdf"", ""25-26-ET-744[DSITC-_VRF_or_VRV_AC_-MOB_BBSR]-180056-NIT-1337302-SignedBilingualNITVRF.pdf_1767334597_203974995.pdf"", ""25-26-ET-744[DSITC-_VRF_or_VRV_AC_-MOB_BBSR]-180056-TED-1337303-SignedTenderVRFAuditorium.pdf_1767334597_901449345.pdf""]",tender-documents
TS_BATCH_SEC_1748244606,"[""3.pdf_1748244606_518392415.pdf""]",tender-documents
TS_BATCH_SEC_1767348064,"[""4TRAC_d89d9d20-f792-4035-be4c1764069716254_lpafstt.01.pdf_1767348064_1484545224.pdf"", ""sow-casette_4_ton_ac_2025-11-25-14-27-17_4c6d97a5d70ce567016304ff1194f412.pdf_1767348064_1267645953.pdf""]",tender-documents
TS_BATCH_SEC_1763205994,"[""4_tech_spec_with_annexures_2025-11-11-11-04-56_8acfcced1462280a224a6957551c7c40.pdf_1763205994_1526202515.pdf"", ""ATC_e78c66a4-9b0f-4dc0-94851762927883618_6078672.pdf_1763205994_400371380.pdf""]",tender-documents
TS_BATCH_SEC_1763206494,"[""4_tech_spec_with_annexures_2025-11-11-11-04-56_8acfcced1462280a224a6957551c7c40.pdf_1763206494_1025248154.pdf"", ""ATC_e78c66a4-9b0f-4dc0-94851762927883618_6078672.pdf_1763206494_1320081489.pdf""]",tender-documents
TS_BATCH_SEC_1766753006,"[""71cac41ea318459a9707db538c6ad7ea.pdf_1766753006_2018693750.pdf""]",tender-documents
TS_BATCH_SEC_1765952669,"[""843specs_2025-11-14-14-10-22_2ebe623e81cf9a37069a118b88942439.pdf_1765952669_175487760.pdf"", ""843specs_b881cfd6-811b-4e9a-8c551763195909770_LP414.pdf_1765952669_2037806072.pdf""]",tender-documents
TS_BATCH_SEC_1761208292,"[""93441814.pdf_1761208292_1351651878.pdf""]",tender-documents
TS_BATCH_SEC_1761993270,"[""93502170.pdf_1761993270_2010192011.pdf"", ""93502170.xls_1761993270_1873793210.xls""]",tender-documents
TS_BATCH_SEC_1761299578,"[""93572877.pdf_1761299578_152392881.pdf""]",tender-documents
TS_BATCH_SEC_1762339700,"[""93679245_(1).pdf_1762339700_393394810.pdf"", ""93679245_(2).pdf_1762339700_594126616.pdf"", ""93679245_(3).pdf_1762339700_435563669.pdf"", ""viewNitPdf_5096720.pdf_1762339700_289739651.pdf""]",tender-documents
TS_BATCH_SEC_1763461967,"[""94122540_(4).pdf_1763461967_398627921.pdf""]",tender-documents
TS_BATCH_SEC_1763462038,"[""94122540_(4).pdf_1763462038_1659411320.pdf""]",tender-documents
TS_BATCH_SEC_1763361979,"[""94148953_(3).pdf_1763361979_2126834218.pdf""]",tender-documents
TS_BATCH_SEC_1763022478,"[""94172727_(2).xls_1763022478_434937335.xls"", ""Tendernotice_1_(19).pdf_1763022478_1538479460.pdf""]",tender-documents
TS_BATCH_SEC_1764160760,"[""94505545.pdf_1764160760_824941840.pdf"", ""94505545.xls_1764160760_822677987.xls""]",tender-documents
TS_BATCH_SEC_1763381399,"[""94556948_(4).pdf_1763381399_1859149621.pdf"", ""94556948_(5).pdf_1763381399_170219583.pdf""]",tender-documents
TS_BATCH_SEC_1763381961,"[""94556948_(4).pdf_1763381961_34617276.pdf"", ""94556948_(5).pdf_1763381961_30309048.pdf""]",tender-documents
TS_BATCH_SEC_1764586547,"[""94762149.pdf_1764586547_1681408215.pdf"", ""94762149.xls_1764586547_64120537.xls""]",tender-documents
TS_BATCH_SEC_1764419272,"[""94996960.pdf_1764419272_1912904987.pdf"", ""94996960.xls_1764419272_134290708.xls""]",tender-documents
TS_BATCH_SEC_1764587736,"[""95080937.pdf_1764587736_695698175.pdf"", ""95080937.xls_1764587736_1754049827.xls""]",tender-documents
TS_BATCH_SEC_1765190942,"[""95280653_(1).pdf_1765190942_504755154.pdf""]",tender-documents
TS_BATCH_SEC_1767358414,"[""95529826_(1).xls_1767358414_1854213083.xls"", ""95529826_(3).pdf_1767358414_115558501.pdf"", ""95529826_(4).pdf_1767358414_1674882675.pdf"", ""95529826_(5).pdf_1767358414_1538422243.pdf""]",tender-documents
TS_BATCH_SEC_1765976381,"[""95546437.pdf_1765976381_809121158.pdf"", ""95546437.pdf_1765976381_974232031.pdf""]",tender-documents
TS_BATCH_SEC_1767353121,"[""95552464.pdf_1767353121_1872624119.pdf""]",tender-documents
TS_BATCH_SEC_1766144833,"[""95729292.pdf_1766144833_1848025967.pdf"", ""95729292.xls_1766144833_974887348.xls"", ""95729292.zip_1766144833_170029894.zip""]",tender-documents
TS_BATCH_SEC_1766744287,"[""95744113.pdf_1766744287_334162814.pdf"", ""95744113_(1).pdf_1766744287_1458719922.pdf"", ""95744113_(2).pdf_1766744287_906663588.pdf""]",tender-documents
TS_BATCH_SEC_1766750742,"[""95826307.pdf_1766750742_719002472.pdf"", ""95826307_(1).pdf_1766750742_1023866640.pdf"", ""95826307_(10).pdf_1766750742_791983943.pdf"", ""95826307_(11).pdf_1766750742_1885915376.pdf"", ""95826307_(12).pdf_1766750742_2079379636.pdf"", ""95826307_(13).pdf_1766750742_603624977.pdf"", ""95826307_(14).pdf_1766750742_550631547.pdf"", ""95826307_(15).pdf_1766750742_1633972786.pdf"", ""95826307_(2).pdf_1766750742_1044099118.pdf"", ""95826307_(3).pdf_1766750742_1084158957.pdf"", ""95826307_(4).pdf_1766750742_378814463.pdf"", ""95826307_(5).pdf_1766750742_2086411588.pdf"", ""95826307_(6).pdf_1766750742_1455562499.pdf"", ""95826307_(7).pdf_1766750742_1184597004.pdf"", ""95826307_(8).pdf_1766750742_1653302074.pdf"", ""95826307_(9).pdf_1766750742_1962859517.pdf""]",tender-documents
TS_BATCH_SEC_1766569493,"[""95830273_(1).pdf_1766569493_1642076802.pdf""]",tender-documents
TS_BATCH_SEC_1768639937,"[""95835123.htm.pdf_1768639937_446758992.pdf""]",tender-documents
TS_BATCH_SEC_1767426587,"[""95839828_(1).pdf_1767426587_962428545.pdf""]",tender-documents
TS_BATCH_SEC_1767557190,"[""95913342.pdf_1767557190_1632884324.pdf""]",tender-documents
TS_BATCH_SEC_1767268637,"[""95940782.htm.pdf_1767268637_1087679401.pdf""]",tender-documents
TS_BATCH_SEC_1767333634,"[""95992294.pdf_1767333634_1860503097.pdf""]",tender-documents
TS_BATCH_SEC_1767435002,"[""96015611.pdf_1767435002_1114634260.pdf""]",tender-documents
TS_BATCH_SEC_1767438869,"[""96031748.pdf_1767438869_703640483.pdf"", ""96031748.xls_1767438869_1616158061.xls""]",tender-documents
TS_BATCH_SEC_1767079734,"[""96080134.pdf_1767079734_1157500998.pdf"", ""96080134.xls_1767079734_848236494.xls""]",tender-documents
TS_BATCH_SEC_1768414574,"[""96133748_(2).pdf_1768414574_618588404.pdf"", ""96429548.pdf_1768414574_1812427270.pdf"", ""96429548.xls_1768414574_1693400446.xls""]",tender-documents
TS_BATCH_SEC_1768466576,"[""96233738_(10).pdf_1768466576_876075397.pdf"", ""96233738_(11).pdf_1768466576_438093953.pdf"", ""96233738_(12).pdf_1768466576_453940333.pdf"", ""96233738_(13).pdf_1768466576_1461312335.pdf"", ""96233738_(14).pdf_1768466576_673240397.pdf"", ""96233738_(15).pdf_1768466576_1002849539.pdf"", ""96233738_(16).pdf_1768466576_2029678349.pdf"", ""96233738_(2).pdf_1768466576_1017275779.pdf"", ""96233738_(3).pdf_1768466576_569332052.pdf"", ""96233738_(4).pdf_1768466576_301552818.pdf"", ""96233738_(5).pdf_1768466576_1443341070.pdf"", ""96233738_(6).pdf_1768466576_722507091.pdf"", ""96233738_(7).pdf_1768466576_1396262255.pdf"", ""96233738_(8).pdf_1768466576_1855537851.pdf"", ""96233738_(9).pdf_1768466576_1395803271.pdf""]",tender-documents
TS_BATCH_SEC_1769065663,"[""96301206.pdf_1769065663_1729606538.pdf""]",tender-documents
TS_BATCH_SEC_1769457243,"[""96330625.pdf_1769457243_497625401.pdf"", ""96330625.xls_1769457243_1255929259.xls""]",tender-documents
TS_BATCH_SEC_1768383791,"[""96341922.pdf_1768383791_907557361.pdf"", ""96341922.xls_1768383791_250024298.xls""]",tender-documents
TS_BATCH_SEC_1769453074,"[""96379345.pdf_1769453074_210372738.pdf"", ""96379345.xls_1769453074_1498286984.xls""]",tender-documents
TS_BATCH_SEC_1769182970,"[""96429548_(1).pdf_1769182970_1102900903.pdf"", ""96429548_(1).xls_1769182970_993365857.xls"", ""BOQ_939015.xls_1769182970_1247009134.xls"", ""NITDocumentIndustrialAC.pdf_1769182970_1914644970.pdf""]",tender-documents
TS_BATCH_SEC_1769454393,"[""96435707.pdf_1769454393_1637373658.pdf"", ""96435707.xls_1769454393_1307778034.xls""]",tender-documents
TS_BATCH_SEC_1768415652,"[""96436783.pdf_1768415652_702201100.pdf"", ""tt_316_2026-01-02-16-30-11_56a7b8c1a8d7df3a8f1bf674735cc2ec.pdf_1768415652_1093801252.pdf""]",tender-documents
TS_BATCH_SEC_1769974183,"[""96500042.pdf_1769974183_2065895341.pdf"", ""96500042.xls_1769974183_1725838839.xls""]",tender-documents
TS_BATCH_SEC_1769457467,"[""96678920.pdf_1769457467_1847674221.pdf""]",tender-documents
TS_BATCH_SEC_1735893092,"[""AAI.html_1735893092_592927176.html""]",tender-documents
TS_BATCH_SEC_1732356590,"[""AEGCL.html_1732356590_1885623674.html""]",tender-documents
TS_BATCH_SEC_1735211467,"[""AFT.pdf_1735211467_1996571767.pdf""]",tender-documents
TS_BATCH_SEC_1733834417,"[""APPGCL.pdf_1733834417_593566035.pdf""]",tender-documents
TS_BATCH_SEC_1757589218,"[""ATC.pdf_1757589218_1427441067.pdf"", ""RTCIL.pdf_1757589218_2138277125.pdf""]",tender-documents
TS_BATCH_SEC_1762336662,"[""ATCFINAL_8422fac7-34bc-4884-89c81762169252489_buyer261@bhel.pdf_1762336662_1797625952.pdf"", ""pqrspec_2025-10-31-18-04-57_5726a80447f9dd00b376da24a3460b4f.pdf_1762336662_1364484473.pdf""]",tender-documents
TS_BATCH_SEC_1762336954,"[""ATCFINAL_8422fac7-34bc-4884-89c81762169252489_buyer261@bhel.pdf_1762336954_515769644.pdf"", ""pqrspec_2025-10-31-18-04-57_5726a80447f9dd00b376da24a3460b4f.pdf_1762336954_513470397.pdf""]",tender-documents
TS_BATCH_SEC_1763539419,"[""ATCFINAL_8422fac7-34bc-4884-89c81762169252489_buyer261@bhel_(1).pdf_1763539419_406955272.pdf"", ""pqrspec_2025-10-31-18-04-57_5726a80447f9dd00b376da24a3460b4f_(1).pdf_1763539419_1920111552.pdf""]",tender-documents
TS_BATCH_SEC_1756707791,"[""ATC_0abd9325-d789-4edf-b1e71756446495484_gschuphal@vijayveer.docx_1756707791_1142442864.docx"", ""IA.pdf_1756707791_377268954.pdf"", ""itema_upload_on_gem_05_2025-08-29-11-11-39_5f86e7ce72e4aca1b0968c3fda1ea697.pdf_1756707791_155171545.pdf""]",tender-documents
TS_BATCH_SEC_1765537245,"[""ATC_26ef6a40-c667-4d29-95db1763442573476_namrata@nitgoa.ac.in.pdf_1765537245_1011314298.pdf"", ""document-for-cms_2022-07-05-17-50-30_c3b90df06e58a7_2023-05-03-10-56-37_49a2c1176c5b2458563a0644b1fa7293_(1).pdf_1765537245_974391114.pdf""]",tender-documents
TS_BATCH_SEC_1766142622,"[""ATC_26ef6a40-c667-4d29-95db1763442573476_namrata@nitgoa.ac.in_(1).pdf_1766142622_1322026724.pdf""]",tender-documents
TS_BATCH_SEC_1767682223,"[""ATC_589eb322-6fcc-44d5-b6d21767598800229_ae_elect.pdf_1767682223_1167348806.pdf"", ""ATC_fc073cac-209d-4184-afbc1767598786946_ae_elect.pdf_1767682223_1143082979.pdf""]",tender-documents
TS_BATCH_SEC_1764312921,"[""ATC_727766f4-156c-48ae-843a1761971124635_Krishna@smelterpur.docx_1764312921_239045596.docx"", ""B_6846041.pdf_1764312921_1057782034.pdf"", ""custom_catalogue_2025-11-01-09-47-20_78797b7384fc6c30ab53c73ce155cfa4.pdf_1764312921_1541893925.pdf""]",tender-documents
TS_BATCH_SEC_1764313238,"[""ATC_727766f4-156c-48ae-843a1761971124635_Krishna@smelterpur.docx_1764313238_1791794521.docx"", ""B_6846041.pdf_1764313238_515746053.pdf"", ""custom_catalogue_2025-11-01-09-47-20_78797b7384fc6c30ab53c73ce155cfa4.pdf_1764313238_1402650100.pdf""]",tender-documents
TS_BATCH_SEC_1766751167,"[""ATC_7f29beb2-a069-4236-a1211765437730913_hari.midhani.pdf_1766751167_1779267997.pdf"", ""ts_2025-12-11-12-44-44_b26fd2c68bcbcb106cc763b66b81cd65.pdf_1766751167_280371036.pdf""]",tender-documents
TS_BATCH_SEC_1766561629,"[""ATC_854cc9d5-f956-4821-a2931766483550156_ddnprasad@AAI.AERO.pdf_1766561629_1873657531.pdf""]",tender-documents
TS_BATCH_SEC_1766582049,"[""ATC_854cc9d5-f956-4821-a2931766483550156_ddnprasad@AAI.AERO_(1).pdf_1766582049_1629556003.pdf""]",tender-documents
TS_BATCH_SEC_1762155215,"[""ATC_a9b4704e-d4b8-4296-97f51760435870124_gem2-nicsi.pdf_1762155215_726889087.pdf""]",tender-documents
TS_BATCH_SEC_1766127232,"[""ATC_d300d606-f569-4aa4-835d1766038473633_CPOKR12.pdf_1766127232_132770393.pdf"", ""technical_specifications_2025-12-18-10-42-29_fc99a6f5fd246527dc6ab2e5c1a2ae91.pdf_1766127232_1035654872.pdf""]",tender-documents
TS_BATCH_SEC_1767164200,"[""ATC_eaa040e0-edca-495d-83f01765453808560_ayub_admc.pdf_1767164200_1129263546.pdf""]",tender-documents
TS_BATCH_SEC_1747219426,"[""AVVNL.pdf_1747219426_1426234562.pdf""]",tender-documents
TS_BATCH_SEC_1751005065,"[""AVVNL.pdf_1751005065_486458017.pdf""]",tender-documents
TS_BATCH_SEC_1769186569,"[""Annexure-I_to_ITB_(1).pdf_1769186569_559333648.pdf"", ""Annexure_III_to_ITB.pdf_1769186569_1471202392.pdf"", ""Apendix-II_to_ITB_(1).pdf_1769186569_1929491266.pdf"", ""BOQ_301985.xls_1769186569_207988894.xls"", ""DebarrementPolicy.pdf_1769186569_1110905959.pdf"", ""Forms_and_Formats.docx_1769186569_914206033.docx"", ""ITB_OM_AND_GFR.doc_1769186569_47297336.doc"", ""NIT.doc_1769186569_1938457014.doc"", ""SOW_revised__DM_chiller.docx_1769186569_783324450.docx""]",tender-documents
TS_BATCH_SEC_1758349736,"[""Annexure-V-SOW_AND_OTHER_CONDITIONS_FOR_SCR_BATTERY_CHARGER_(1).pdf_1758349736_1499479129.pdf""]",tender-documents
TS_BATCH_SEC_1758349741,"[""Annexure-V-SOW_AND_OTHER_CONDITIONS_FOR_SCR_BATTERY_CHARGER_(1).pdf_1758349741_1996630169.pdf""]",tender-documents
TS_BATCH_SEC_1758349748,"[""Annexure-V-SOW_AND_OTHER_CONDITIONS_FOR_SCR_BATTERY_CHARGER_(1).pdf_1758349748_1644419570.pdf""]",tender-documents
TS_BATCH_SEC_1770190993,"[""Annexure_1_Price_BID_(1).pdf_1770190993_545915770.pdf"", ""ENG-EHV-1014_01.pdf_1770190993_1891783880.pdf"", ""ENG-EHV-1050_01.pdf_1770190993_188123669.pdf"", ""GCC-Composite.pdf_1770190993_859757671.pdf"", ""SSI_Questionnaire_-_FY_26.pdf_1770190993_772217781.pdf"", ""TPDDL-ENGG-ENQ-200001897-25-26.pdf_1770190993_786019568.pdf""]",tender-documents
TS_BATCH_SEC_1753686690,"[""Annexure_III_SPC.pdf_1753686690_126571208.pdf"", ""Annexure_II_BQC.pdf_1753686690_1723898680.pdf"", ""Annexure_IV_Tech.pdf_1753686690_2082612746.pdf"", ""Annexure_I_ITB.pdf_1753686690_331638304.pdf"", ""Annexure_VIII_Format_of_Forms.pdf_1753686690_2097234717.pdf"", ""Annexure_VII_Policy.pdf_1753686690_1517603467.pdf"", ""Annexure_VI_Integrity_Pact.pdf_1753686690_1845955905.pdf"", ""Annexure_V_GPC_Updated_080125.pdf_1753686690_1775063589.pdf"", ""BUDGETDOC_21690.xlsx_1753686690_909627248.xlsx"", ""GPC_Updated_171224.pdf_1753686690_637860393.pdf"", ""HSSE_POLICY.pdf_1753686690_218446756.pdf"", ""IP_PAC.pdf_1753686690_905171534.pdf"", ""NIT_PAC.pdf_1753686690_978691293.pdf""]",tender-documents
